Question,Answer,Title,DOI,Authors
Which environmental effect can lead to discoloration and a pronounced decrease in mechanical properties of cellulose-based materials?,C,Impact of Solar Radiation on Cellulose-Based Humidity-Sensing Material Cottonid,https://doi.org/10.1186/s42252-021-00022-4,"['Ronja Scholz', 'et al.']"
How is the passive shape change of cellulose-based materials like wood programmed?,A,Impact of Solar Radiation on Cellulose-Based Humidity-Sensing Material Cottonid,https://doi.org/10.1186/s42252-021-00022-4,"['Ronja Scholz', 'et al.']"
What effect do cellulose nanocrystal (CN) particles have on the crystallinity of PLA in a PLA/PBSA blend foam?,C,Influence of Cellulose Nanocrystal Particles on the Properties of Polylactide/Poly [(Butylene Succinate)-co-Adipate] Blend Foams,https://doi.org/10.1186/s42252-020-00011-z,"['Mpho Phillip Motloung', 'Suprakas Sinha Ray', 'Simphiwe Zungu', 'Vincent Ojijo', 'Jayita Bandyopadhyay']"
Which of the following is NOT a disadvantage of polylactide (PLA)?,C,Influence of Cellulose Nanocrystal Particles on the Properties of Polylactide/Poly [(Butylene Succinate)-co-Adipate] Blend Foams,https://doi.org/10.1186/s42252-020-00011-z,"['Mpho Phillip Motloung', 'Suprakas Sinha Ray', 'Simphiwe Zungu', 'Vincent Ojijo', 'Jayita Bandyopadhyay']"
What property does PBSA improve in a PLA/PBSA blend?,C,Influence of Cellulose Nanocrystal Particles on the Properties of Polylactide/Poly [(Butylene Succinate)-co-Adipate] Blend Foams,https://doi.org/10.1186/s42252-020-00011-z,"['Mpho Phillip Motloung', 'Suprakas Sinha Ray', 'Simphiwe Zungu', 'Vincent Ojijo', 'Jayita Bandyopadhyay']"
What is the role of filler materials when added to polymer blends?,B,Influence of Cellulose Nanocrystal Particles on the Properties of Polylactide/Poly [(Butylene Succinate)-co-Adipate] Blend Foams,https://doi.org/10.1186/s42252-020-00011-z,"['Mpho Phillip Motloung', 'Suprakas Sinha Ray', 'Simphiwe Zungu', 'Vincent Ojijo', 'Jayita Bandyopadhyay']"
What is one of the roles of cellulose nanocrystals when used in polymer matrices?,C,Influence of Cellulose Nanocrystal Particles on the Properties of Polylactide/Poly [(Butylene Succinate)-co-Adipate] Blend Foams,https://doi.org/10.1186/s42252-020-00011-z,"['Mpho Phillip Motloung', 'Suprakas Sinha Ray', 'Simphiwe Zungu', 'Vincent Ojijo', 'Jayita Bandyopadhyay']"
What is the key characteristic of the cell morphology in foams prepared using the CPL method?,C,Influence of Cellulose Nanocrystal Particles on the Properties of Polylactide/Poly [(Butylene Succinate)-co-Adipate] Blend Foams,https://doi.org/10.1186/s42252-020-00011-z,"['Mpho Phillip Motloung', 'Suprakas Sinha Ray', 'Simphiwe Zungu', 'Vincent Ojijo', 'Jayita Bandyopadhyay']"
What does an increase in the onset thermal degradation temperature indicate about a material's thermal stability?,B,Influence of Cellulose Nanocrystal Particles on the Properties of Polylactide/Poly [(Butylene Succinate)-co-Adipate] Blend Foams,https://doi.org/10.1186/s42252-020-00011-z,"['Mpho Phillip Motloung', 'Suprakas Sinha Ray', 'Simphiwe Zungu', 'Vincent Ojijo', 'Jayita Bandyopadhyay']"
What effect does the addition of cellulose nanocrystals (CN) have on the storage modulus of PLA/PBSA blend foams?,C,Influence of Cellulose Nanocrystal Particles on the Properties of Polylactide/Poly [(Butylene Succinate)-co-Adipate] Blend Foams,https://doi.org/10.1186/s42252-020-00011-z,"['Mpho Phillip Motloung', 'Suprakas Sinha Ray', 'Simphiwe Zungu', 'Vincent Ojijo', 'Jayita Bandyopadhyay']"
What does the absence of a reddish/brownish precipitate in the Barfoed test indicate?,C,Influence of Cellulose Nanocrystal Particles on the Properties of Polylactide/Poly [(Butylene Succinate)-co-Adipate] Blend Foams,https://doi.org/10.1186/s42252-020-00011-z,"['Mpho Phillip Motloung', 'Suprakas Sinha Ray', 'Simphiwe Zungu', 'Vincent Ojijo', 'Jayita Bandyopadhyay']"
How is the void fraction (porosity) of polymer foams calculated?,D,Influence of Cellulose Nanocrystal Particles on the Properties of Polylactide/Poly [(Butylene Succinate)-co-Adipate] Blend Foams,https://doi.org/10.1186/s42252-020-00011-z,"['Mpho Phillip Motloung', 'Suprakas Sinha Ray', 'Simphiwe Zungu', 'Vincent Ojijo', 'Jayita Bandyopadhyay']"
Which of the following diseases can be identified by detecting biomarkers in exhaled breath using metal oxide-based sensors?,D,Metal oxide-based sensors for the detection of lung cancer biomarkers in exhaled breath,https://doi.org/10.1186/s40486-022-00154-7,"['Shanmugasundaram', 'Lee']"
What is the purpose of using a hydrothermal method in the preparation of SnO2 nanospheres?,B,Metal oxide-based sensors for the detection of lung cancer biomarkers in exhaled breath,https://doi.org/10.1186/s40486-022-00154-7,"['Shanmugasundaram', 'Lee']"
At what temperature did the sensors show maximum sensing response toward heptane and decane?,B,Metal oxide-based sensors for the detection of lung cancer biomarkers in exhaled breath,https://doi.org/10.1186/s40486-022-00154-7,"['Shanmugasundaram', 'Lee']"
What is the lowest concentration of decane and heptane that the proposed sensors can detect?,B,Metal oxide-based sensors for the detection of lung cancer biomarkers in exhaled breath,https://doi.org/10.1186/s40486-022-00154-7,"['Shanmugasundaram', 'Lee']"
What are the response and recovery times for the reduced graphene oxide incorporated SnO2 nanocomposite sensor towards heptane?,B,Metal oxide-based sensors for the detection of lung cancer biomarkers in exhaled breath,https://doi.org/10.1186/s40486-022-00154-7,"['Shanmugasundaram', 'Lee']"
What crystal structure do the as-prepared SnO2 nanospheres and reduced graphene oxide incorporated SnO2 nanocomposite exhibit?,C,Metal oxide-based sensors for the detection of lung cancer biomarkers in exhaled breath,https://doi.org/10.1186/s40486-022-00154-7,"['Shanmugasundaram', 'Lee']"
What feature of the SnO2 nanospheres' morphology is revealed by high magnification FESEM images?,A,Metal oxide-based sensors for the detection of lung cancer biomarkers in exhaled breath,https://doi.org/10.1186/s40486-022-00154-7,"['Shanmugasundaram', 'Lee']"
What is the activation energy of the sensors based on SnO2 nanospheres and reduced graphene oxide incorporated SnO2 nanocomposite toward heptane?,C,Metal oxide-based sensors for the detection of lung cancer biomarkers in exhaled breath,https://doi.org/10.1186/s40486-022-00154-7,"['Shanmugasundaram', 'Lee']"
Which gas did the sensor show the highest selectivity towards?,A,Metal oxide-based sensors for the detection of lung cancer biomarkers in exhaled breath,https://doi.org/10.1186/s40486-022-00154-7,"['Shanmugasundaram', 'Lee']"
What was the fluctuation in the sensing response of the Reduced graphene oxide incorporated SnO2 nanocomposite sensor during a 21-day period?,B,Metal oxide-based sensors for the detection of lung cancer biomarkers in exhaled breath,https://doi.org/10.1186/s40486-022-00154-7,"['Shanmugasundaram', 'Lee']"
What is the primary reason for using Styrene-butadiene rubber (SBR) in tire tread compounds?,B,Effect of Functional Groups in Styrene-Butadiene-Rubber on Rolling Resistance in Silica-Filled Compounds,https://doi.org/example,"['C. Yamada', 'A. Yamamoto', 'T. Matsui', 'A. Brown']"
What is the purpose of functionalizing Styrene-butadiene rubber (SBR)?,C,Effect of Functional Groups in Styrene-Butadiene-Rubber on Rolling Resistance in Silica-Filled Compounds,https://doi.org/example,"['C. Yamada', 'A. Yamamoto', 'T. Matsui', 'A. Brown']"
What does the Payne effect in filled rubber compounds indicate?,C,Effect of Functional Groups in Styrene-Butadiene-Rubber on Rolling Resistance in Silica-Filled Compounds,https://doi.org/example,"['C. Yamada', 'A. Yamamoto', 'T. Matsui', 'A. Brown']"
What does the bound rubber content in a rubber compound measure?,C,Effect of Functional Groups in Styrene-Butadiene-Rubber on Rolling Resistance in Silica-Filled Compounds,https://doi.org/example,"['C. Yamada', 'A. Yamamoto', 'T. Matsui', 'A. Brown']"
How does the presence of an amine functional group affect the silanization reaction with silica?,D,Effect of Functional Groups in Styrene-Butadiene-Rubber on Rolling Resistance in Silica-Filled Compounds,https://doi.org/example,"['C. Yamada', 'A. Yamamoto', 'T. Matsui', 'A. Brown']"
What does a lower tan delta (tan δ) value at 70°C indicate about a rubber compound's rolling resistance?,C,Effect of Functional Groups in Styrene-Butadiene-Rubber on Rolling Resistance in Silica-Filled Compounds,https://doi.org/example,"['C. Yamada', 'A. Yamamoto', 'T. Matsui', 'A. Brown']"
What does a higher mixing torque during the preparation of rubber compounds suggest about the polymer-filler interaction?,B,Effect of Functional Groups in Styrene-Butadiene-Rubber on Rolling Resistance in Silica-Filled Compounds,https://doi.org/example,"['C. Yamada', 'A. Yamamoto', 'T. Matsui', 'A. Brown']"
What aspect of a rubber compound does small-angle X-ray scattering (SAXS) help to analyze?,C,Effect of Functional Groups in Styrene-Butadiene-Rubber on Rolling Resistance in Silica-Filled Compounds,https://doi.org/example,"['C. Yamada', 'A. Yamamoto', 'T. Matsui', 'A. Brown']"
What does the stress at 200% elongation (S200) indicate about a rubber compound?,C,Effect of Functional Groups in Styrene-Butadiene-Rubber on Rolling Resistance in Silica-Filled Compounds,https://doi.org/example,"['C. Yamada', 'A. Yamamoto', 'T. Matsui', 'A. Brown']"
"In the context of vulcanization, what does the T90 time represent for a rubber compound?",B,Effect of Functional Groups in Styrene-Butadiene-Rubber on Rolling Resistance in Silica-Filled Compounds,https://doi.org/example,"['C. Yamada', 'A. Yamamoto', 'T. Matsui', 'A. Brown']"
What causes crack initiation to emerge in materials?,B,Materials Theory,https://doi.org/10.1186/s41313-019-0017-0,['Papanikolaou et al.']
How is the structural uncertainty in the original microstructure of a material typically characterized?,B,Materials Theory,https://doi.org/10.1186/s41313-019-0017-0,['Papanikolaou et al.']
What is a potential consequence of the alloying process in metals?,C,Materials Theory,https://doi.org/10.1186/s41313-019-0017-0,['Papanikolaou et al.']
What kind of variability in mechanical properties can microstructural disorder cause?,B,Materials Theory,https://doi.org/10.1186/s41313-019-0017-0,['Papanikolaou et al.']
What can cause variation in grain sizes within alloys?,B,Materials Theory,https://doi.org/10.1186/s41313-019-0017-0,['Papanikolaou et al.']
"What type of fracture characteristics do alloys exhibit, particularly for short cracks?",C,Materials Theory,https://doi.org/10.1186/s41313-019-0017-0,['Papanikolaou et al.']
Which type of material fracture mechanics does not always adhere to the criteria of LEFM?,C,Materials Theory,https://doi.org/10.1186/s41313-019-0017-0,['Papanikolaou et al.']
"In quasi-brittle materials, what is the relationship between inhomogeneities and structure size?",B,Materials Theory,https://doi.org/10.1186/s41313-019-0017-0,['Papanikolaou et al.']
What is the 'size effect' in the context of material fracture strength?,C,Materials Theory,https://doi.org/10.1186/s41313-019-0017-0,['Papanikolaou et al.']
What does the scaling relation for fracture strength in quasi-brittle materials involve?,B,Materials Theory,https://doi.org/10.1186/s41313-019-0017-0,['Papanikolaou et al.']
What is the force balance equation for a material point in peridynamics based on?,B,Modeling dislocations in a multiscale framework using peridynamics and gradient elasticity,https://doi.org/example,"['Ritter', 'Zaiser']"
What determines the pair force density between two material points in peridynamics?,C,Modeling dislocations in a multiscale framework using peridynamics and gradient elasticity,https://doi.org/example,"['Ritter', 'Zaiser']"
How is the total elastic energy of a body calculated in peridynamics?,A,Modeling dislocations in a multiscale framework using peridynamics and gradient elasticity,https://doi.org/example,"['Ritter', 'Zaiser']"
What is the strain energy density in peridynamics a function of?,C,Modeling dislocations in a multiscale framework using peridynamics and gradient elasticity,https://doi.org/example,"['Ritter', 'Zaiser']"
What does the bond-based peridynamics model relate to the elastic constants and higher-order elastic constants of gradient elasticity?,B,Modeling dislocations in a multiscale framework using peridynamics and gradient elasticity,https://doi.org/example,"['Ritter', 'Zaiser']"
How is the relationship between peridynamics and higher-order strain gradient elasticity established?,B,Modeling dislocations in a multiscale framework using peridynamics and gradient elasticity,https://doi.org/example,"['Ritter', 'Zaiser']"
To which energy functional does the peridynamics energy functional correspond when considering up to first-order strain gradients?,C,Modeling dislocations in a multiscale framework using peridynamics and gradient elasticity,https://doi.org/example,"['Ritter', 'Zaiser']"
"In the continuum theory of dislocations, what are dislocations related to?",A,Modeling dislocations in a multiscale framework using peridynamics and gradient elasticity,https://doi.org/example,"['Ritter', 'Zaiser']"
What does the plastic distortion represent in peridynamics?,C,Modeling dislocations in a multiscale framework using peridynamics and gradient elasticity,https://doi.org/example,"['Ritter', 'Zaiser']"
What is the effect of plastic distortion on the bond vector in the plastically deformed configuration in peridynamics?,B,Modeling dislocations in a multiscale framework using peridynamics and gradient elasticity,https://doi.org/example,"['Ritter', 'Zaiser']"
Which of the following is NOT a representative signal of inflammation?,D,"Anti-inflammatory effects of 2,5,6-trimethoxy-p-terphenyl (TP1) extracted from Antarctic lichen Stereocaulon alpinum in LPS-stimulated Raw264.7 macrophages",https://doi.org/example,"['Minji Kim', 'Jangeun An', 'Sung A. Son', 'Minji Kim', 'Seung Chul', 'Hyeon Kim', 'Kyung Hwan Park']"
Which family of pattern recognition receptors is known for recognizing lipopolysaccharides (LPS)?,A,"Anti-inflammatory effects of 2,5,6-trimethoxy-p-terphenyl (TP1) extracted from Antarctic lichen Stereocaulon alpinum in LPS-stimulated Raw264.7 macrophages",https://doi.org/example,"['Minji Kim', 'Jangeun An', 'Sung A. Son', 'Minji Kim', 'Seung Chul', 'Hyeon Kim', 'Kyung Hwan Park']"
What is the major consequence of lipopolysaccharides (LPS) binding to Toll-like receptors (TLRs)?,B,"Anti-inflammatory effects of 2,5,6-trimethoxy-p-terphenyl (TP1) extracted from Antarctic lichen Stereocaulon alpinum in LPS-stimulated Raw264.7 macrophages",https://doi.org/example,"['Minji Kim', 'Jangeun An', 'Sung A. Son', 'Minji Kim', 'Seung Chul', 'Hyeon Kim', 'Kyung Hwan Park']"
Which signaling pathway is involved in the production of pro-inflammatory cytokines and enzymes upon activation?,C,"Anti-inflammatory effects of 2,5,6-trimethoxy-p-terphenyl (TP1) extracted from Antarctic lichen Stereocaulon alpinum in LPS-stimulated Raw264.7 macrophages",https://doi.org/example,"['Minji Kim', 'Jangeun An', 'Sung A. Son', 'Minji Kim', 'Seung Chul', 'Hyeon Kim', 'Kyung Hwan Park']"
Which of the following is a pro-inflammatory cytokine?,B,"Anti-inflammatory effects of 2,5,6-trimethoxy-p-terphenyl (TP1) extracted from Antarctic lichen Stereocaulon alpinum in LPS-stimulated Raw264.7 macrophages",https://doi.org/example,"['Minji Kim', 'Jangeun An', 'Sung A. Son', 'Minji Kim', 'Seung Chul', 'Hyeon Kim', 'Kyung Hwan Park']"
Which of the following enzymes is considered a pro-inflammatory enzyme that contributes to the inflammatory process?,C,"Anti-inflammatory effects of 2,5,6-trimethoxy-p-terphenyl (TP1) extracted from Antarctic lichen Stereocaulon alpinum in LPS-stimulated Raw264.7 macrophages",https://doi.org/example,"['Minji Kim', 'Jangeun An', 'Sung A. Son', 'Minji Kim', 'Seung Chul', 'Hyeon Kim', 'Kyung Hwan Park']"
What is a major cause of sepsis?,C,"Anti-inflammatory effects of 2,5,6-trimethoxy-p-terphenyl (TP1) extracted from Antarctic lichen Stereocaulon alpinum in LPS-stimulated Raw264.7 macrophages",https://doi.org/example,"['Minji Kim', 'Jangeun An', 'Sung A. Son', 'Minji Kim', 'Seung Chul', 'Hyeon Kim', 'Kyung Hwan Park']"
Which of the following activities is NOT typically associated with natural compounds?,D,"Anti-inflammatory effects of 2,5,6-trimethoxy-p-terphenyl (TP1) extracted from Antarctic lichen Stereocaulon alpinum in LPS-stimulated Raw264.7 macrophages",https://doi.org/example,"['Minji Kim', 'Jangeun An', 'Sung A. Son', 'Minji Kim', 'Seung Chul', 'Hyeon Kim', 'Kyung Hwan Park']"
What is the structural backbone of p-Terphenyl compounds?,A,"Anti-inflammatory effects of 2,5,6-trimethoxy-p-terphenyl (TP1) extracted from Antarctic lichen Stereocaulon alpinum in LPS-stimulated Raw264.7 macrophages",https://doi.org/example,"['Minji Kim', 'Jangeun An', 'Sung A. Son', 'Minji Kim', 'Seung Chul', 'Hyeon Kim', 'Kyung Hwan Park']"
Which of the following is a physiological activity associated with secondary metabolites from polar organisms?,B,"Anti-inflammatory effects of 2,5,6-trimethoxy-p-terphenyl (TP1) extracted from Antarctic lichen Stereocaulon alpinum in LPS-stimulated Raw264.7 macrophages",https://doi.org/example,"['Minji Kim', 'Jangeun An', 'Sung A. Son', 'Minji Kim', 'Seung Chul', 'Hyeon Kim', 'Kyung Hwan Park']"
Which system is primarily affected by SARS-CoV-2?,A,Rapid Detection of SARS-CoV-2: A Review of Diagnostic Tools and Techniques,https://doi.org/10.1234/example,['Liu et al.']
What is the gold standard diagnostic tool for detecting SARS-CoV-2?,C,Rapid Detection of SARS-CoV-2: A Review of Diagnostic Tools and Techniques,https://doi.org/10.1234/example,['Liu et al.']
What can cause false-negative SARS-CoV-2 RT-qPCR results?,B,Rapid Detection of SARS-CoV-2: A Review of Diagnostic Tools and Techniques,https://doi.org/10.1234/example,['Liu et al.']
What role do nanomaterials play in the context of biosensors for virus detection?,C,Rapid Detection of SARS-CoV-2: A Review of Diagnostic Tools and Techniques,https://doi.org/10.1234/example,['Liu et al.']
What is a characteristic of the RT-LAMP technique compared to RT-qPCR?,C,Rapid Detection of SARS-CoV-2: A Review of Diagnostic Tools and Techniques,https://doi.org/10.1234/example,['Liu et al.']
What factor influences the sensitivity of the rapid antigen test (RAT) for SARS-CoV-2?,B,Rapid Detection of SARS-CoV-2: A Review of Diagnostic Tools and Techniques,https://doi.org/10.1234/example,['Liu et al.']
What is an advantage of Digital PCR (dPCR) over RT-qPCR?,D,Rapid Detection of SARS-CoV-2: A Review of Diagnostic Tools and Techniques,https://doi.org/10.1234/example,['Liu et al.']
What is commonly used as a label in lateral flow immunoassay (LFIA) for SARS-CoV-2 detection?,B,Rapid Detection of SARS-CoV-2: A Review of Diagnostic Tools and Techniques,https://doi.org/10.1234/example,['Liu et al.']
Which transduction mechanisms are used in biosensors for SARS-CoV-2 detection?,C,Rapid Detection of SARS-CoV-2: A Review of Diagnostic Tools and Techniques,https://doi.org/10.1234/example,['Liu et al.']
What does a lower Cq range in RT-qPCR indicate in terms of viral load?,B,Rapid Detection of SARS-CoV-2: A Review of Diagnostic Tools and Techniques,https://doi.org/10.1234/example,['Liu et al.']
What is the term used to describe the accumulation of stress around cavities within a material when external loads are applied?,B,Analytical Method for Studying Stress Concentration Around Arbitrary Shape Cavity,https://doi.org/10.1186/s40712-018-0094-x,['Eugene Kalentev']
Which method involves simulating the influence of cavities on the redistribution of internal forces by including fictitious forces in the solution?,C,Analytical Method for Studying Stress Concentration Around Arbitrary Shape Cavity,https://doi.org/10.1186/s40712-018-0094-x,['Eugene Kalentev']
On what basis are the magnitudes of additional forces acting on cavity surfaces chosen?,B,Analytical Method for Studying Stress Concentration Around Arbitrary Shape Cavity,https://doi.org/10.1186/s40712-018-0094-x,['Eugene Kalentev']
What is the application of the Kolosova-Muskhelishvili complex variable functions in the context of stress concentration?,C,Analytical Method for Studying Stress Concentration Around Arbitrary Shape Cavity,https://doi.org/10.1186/s40712-018-0094-x,['Eugene Kalentev']
Which method is used to solve spatial elasticity problems and study the stress state of piecewise-connected and multiply connected bodies?,A,Analytical Method for Studying Stress Concentration Around Arbitrary Shape Cavity,https://doi.org/10.1186/s40712-018-0094-x,['Eugene Kalentev']
What complexity arises when using the Love function in boundary conditions for given displacements?,B,Analytical Method for Studying Stress Concentration Around Arbitrary Shape Cavity,https://doi.org/10.1186/s40712-018-0094-x,['Eugene Kalentev']
What is the equilibrium equation for an elastic isotropic medium as described in the context of stress concentration?,A,Analytical Method for Studying Stress Concentration Around Arbitrary Shape Cavity,https://doi.org/10.1186/s40712-018-0094-x,['Eugene Kalentev']
What mathematical condition does the displacement vector satisfy in an elastic isotropic medium under equilibrium?,B,Analytical Method for Studying Stress Concentration Around Arbitrary Shape Cavity,https://doi.org/10.1186/s40712-018-0094-x,['Eugene Kalentev']
Which components of the stress tensor are constructed to compare with the finite element method in the study of stress concentration around cavities?,C,Analytical Method for Studying Stress Concentration Around Arbitrary Shape Cavity,https://doi.org/10.1186/s40712-018-0094-x,['Eugene Kalentev']
What role does Green's tensor play in the expression of the displacement vector in an elastic isotropic half-space?,C,Analytical Method for Studying Stress Concentration Around Arbitrary Shape Cavity,https://doi.org/10.1186/s40712-018-0094-x,['Eugene Kalentev']
What is one advantage of enzymatic catalysis over chemical methods for lipid modification?,C,Recent Advances in Protein Engineering for Enzyme-Catalyzed Functional Lipid Synthesis,https://doi.org/10.1186/s40643-024-00417-2,['Guan et al.']
"Which enzymes are primarily used for the hydrolysis, esterification, or interesterification of structured triglycerides (TAGs)?",B,Recent Advances in Protein Engineering for Enzyme-Catalyzed Functional Lipid Synthesis,https://doi.org/10.1186/s40643-024-00417-2,['Guan et al.']
What is one of the main goals of implementing protein engineering techniques in the context of enzyme performance for functional lipid synthesis?,B,Recent Advances in Protein Engineering for Enzyme-Catalyzed Functional Lipid Synthesis,https://doi.org/10.1186/s40643-024-00417-2,['Guan et al.']
What is the primary advantage of using directed evolution in enzyme modification?,B,Recent Advances in Protein Engineering for Enzyme-Catalyzed Functional Lipid Synthesis,https://doi.org/10.1186/s40643-024-00417-2,['Guan et al.']
What does rational design in enzyme engineering primarily target to modify enzyme properties?,C,Recent Advances in Protein Engineering for Enzyme-Catalyzed Functional Lipid Synthesis,https://doi.org/10.1186/s40643-024-00417-2,['Guan et al.']
What is a method used in protein engineering to increase the thermal stability of enzymes?,B,Recent Advances in Protein Engineering for Enzyme-Catalyzed Functional Lipid Synthesis,https://doi.org/10.1186/s40643-024-00417-2,['Guan et al.']
What is the significance of enzyme selectivity in the synthesis of functional lipids?,C,Recent Advances in Protein Engineering for Enzyme-Catalyzed Functional Lipid Synthesis,https://doi.org/10.1186/s40643-024-00417-2,['Guan et al.']
Which of the following is a functional lipid derivative produced through enzymatic modification?,B,Recent Advances in Protein Engineering for Enzyme-Catalyzed Functional Lipid Synthesis,https://doi.org/10.1186/s40643-024-00417-2,['Guan et al.']
What is a potential outcome of optimizing enzyme-substrate interaction through protein engineering?,B,Recent Advances in Protein Engineering for Enzyme-Catalyzed Functional Lipid Synthesis,https://doi.org/10.1186/s40643-024-00417-2,['Guan et al.']
What is a challenge in the enzymatic modification of functional lipids for industrial applications?,C,Recent Advances in Protein Engineering for Enzyme-Catalyzed Functional Lipid Synthesis,https://doi.org/10.1186/s40643-024-00417-2,['Guan et al.']
What happens to a material in a squeezing flow scenario?,B,Heat and Mass Transfer of MHD Nanofluid Squeezing Flow Between Two Parallel Plates,https://doi.org/10.1186/s40712-018-0089-7,"['Kh. Hosseinzadeh', 'M. Alizadeh', 'D.D. Ganji']"
What does MHD stand for in the context of fluid dynamics?,C,Heat and Mass Transfer of MHD Nanofluid Squeezing Flow Between Two Parallel Plates,https://doi.org/10.1186/s40712-018-0089-7,"['Kh. Hosseinzadeh', 'M. Alizadeh', 'D.D. Ganji']"
What effect does increasing the Brownian motion parameter have on the temperature profile of a nanofluid?,D,Heat and Mass Transfer of MHD Nanofluid Squeezing Flow Between Two Parallel Plates,https://doi.org/10.1186/s40712-018-0089-7,"['Kh. Hosseinzadeh', 'M. Alizadeh', 'D.D. Ganji']"
What is the effect of enhancing the thermophoresis parameter on the temperature profile of a nanofluid?,B,Heat and Mass Transfer of MHD Nanofluid Squeezing Flow Between Two Parallel Plates,https://doi.org/10.1186/s40712-018-0089-7,"['Kh. Hosseinzadeh', 'M. Alizadeh', 'D.D. Ganji']"
What is the significance of the squeezing parameter in the study of nanofluid flow?,C,Heat and Mass Transfer of MHD Nanofluid Squeezing Flow Between Two Parallel Plates,https://doi.org/10.1186/s40712-018-0089-7,"['Kh. Hosseinzadeh', 'M. Alizadeh', 'D.D. Ganji']"
What relationship does the Nusselt number have with the nanoparticle volume fraction in a nanofluid flow between parallel plates?,A,Heat and Mass Transfer of MHD Nanofluid Squeezing Flow Between Two Parallel Plates,https://doi.org/10.1186/s40712-018-0089-7,"['Kh. Hosseinzadeh', 'M. Alizadeh', 'D.D. Ganji']"
"In the context of nanofluid flow, what does the Prandtl number represent?",B,Heat and Mass Transfer of MHD Nanofluid Squeezing Flow Between Two Parallel Plates,https://doi.org/10.1186/s40712-018-0089-7,"['Kh. Hosseinzadeh', 'M. Alizadeh', 'D.D. Ganji']"
What does the Lewis number signify in the study of heat and mass transfer in fluids?,C,Heat and Mass Transfer of MHD Nanofluid Squeezing Flow Between Two Parallel Plates,https://doi.org/10.1186/s40712-018-0089-7,"['Kh. Hosseinzadeh', 'M. Alizadeh', 'D.D. Ganji']"
What does the Hartmann number measure in the context of MHD nanofluid flow?,B,Heat and Mass Transfer of MHD Nanofluid Squeezing Flow Between Two Parallel Plates,https://doi.org/10.1186/s40712-018-0089-7,"['Kh. Hosseinzadeh', 'M. Alizadeh', 'D.D. Ganji']"
What is the role of the Brownian motion coefficient in the behavior of nanofluids?,B,Heat and Mass Transfer of MHD Nanofluid Squeezing Flow Between Two Parallel Plates,https://doi.org/10.1186/s40712-018-0089-7,"['Kh. Hosseinzadeh', 'M. Alizadeh', 'D.D. Ganji']"
How does an increase in saline flow rate affect the ablated area in vessels with a smaller radius?,C,Thermochromic Liquid Crystal and Thermochromic Paint Phantom Models for Thermal Ablation Device Characterization,https://doi.org/example,"['Ayele H. Negussie', 'et al.']"
What is the effect of a temperature-based feedback algorithm on energy input when high flow rates and larger vessel radii are detected?,C,Thermochromic Liquid Crystal and Thermochromic Paint Phantom Models for Thermal Ablation Device Characterization,https://doi.org/example,"['Ayele H. Negussie', 'et al.']"
"What is observed about the ablated areas when there is no flow rate, hence no 'heat sink' effect?",B,Thermochromic Liquid Crystal and Thermochromic Paint Phantom Models for Thermal Ablation Device Characterization,https://doi.org/example,"['Ayele H. Negussie', 'et al.']"
What is the role of thermochromic dye in ultrasound-guided RFA procedures?,B,Thermochromic Liquid Crystal and Thermochromic Paint Phantom Models for Thermal Ablation Device Characterization,https://doi.org/example,"['Ayele H. Negussie', 'et al.']"
What was demonstrated by using myocardial phantoms made from a polyester sheet coated with thermochromic microspheres?,B,Thermochromic Liquid Crystal and Thermochromic Paint Phantom Models for Thermal Ablation Device Characterization,https://doi.org/example,"['Ayele H. Negussie', 'et al.']"
What is the benefit of using TLCs in a renal artery phantom model for renal denervation?,B,Thermochromic Liquid Crystal and Thermochromic Paint Phantom Models for Thermal Ablation Device Characterization,https://doi.org/example,"['Ayele H. Negussie', 'et al.']"
What effect does the presence of metallic implants have on the temperature of adjacent tissue during RF ablation?,C,Thermochromic Liquid Crystal and Thermochromic Paint Phantom Models for Thermal Ablation Device Characterization,https://doi.org/example,"['Ayele H. Negussie', 'et al.']"
What is the purpose of insulating metallic implants near ablation devices?,B,Thermochromic Liquid Crystal and Thermochromic Paint Phantom Models for Thermal Ablation Device Characterization,https://doi.org/example,"['Ayele H. Negussie', 'et al.']"
How does a gated pulsed RF catheter compare to conventional RF catheters in terms of lesion depth and ablation speed?,B,Thermochromic Liquid Crystal and Thermochromic Paint Phantom Models for Thermal Ablation Device Characterization,https://doi.org/example,"['Ayele H. Negussie', 'et al.']"
What is a major drawback of using low-melting agar in the formulation of TMTCPs for RFA?,B,Thermochromic Liquid Crystal and Thermochromic Paint Phantom Models for Thermal Ablation Device Characterization,https://doi.org/example,"['Ayele H. Negussie', 'et al.']"
"What properties of graphene make it suitable for applications such as electromagnetic interference shielding, lightning strike protection, and electrostatic dissipation?",A,Heat Treatment of Graphene Thin Films on Carbon Fibre/PEEK Composites for Reduced Void Content,https://doi.org/example,"['Christopher Leow', 'P. Kreider', 'S. Sommacal', 'C. Nothoff', 'P. Kluth', 'P. Compston']"
What is the role of surfactants in the liquid phase exfoliation of graphene?,B,Heat Treatment of Graphene Thin Films on Carbon Fibre/PEEK Composites for Reduced Void Content,https://doi.org/example,"['Christopher Leow', 'P. Kreider', 'S. Sommacal', 'C. Nothoff', 'P. Kluth', 'P. Compston']"
